,channel_name,channel_id,real_state,lat_long,transcript_count,wordcount
71,"City of Beresford, South Dakota",UCPY5tEeuWxpKG4zHoSzAPVg,South Dakota,"(43.0805446, -96.77365499999999)",3,9073
513,"Town of Scottsville, Virginia",UCaHK29YBXdB-aMl_b6e7rhA,Virginia,"(37.798754, -78.4955648)",2,9067
372,"Lebanon, Indiana",UCr7VceVqyRwrsJEhejJinGQ,Indiana,"(40.0483744, -86.4691677)",5,8791
99,City of Corona,UC9_CEJrk_tnfVR7hyl6Kpwg,California,"(33.8752935, -117.5664384)",12,8783
371,League of Minnesota Cities,UC7dPiX83ITyP5YJokRKC8rw,Minnesota,"(44.95609, -93.10669)",16,8779
390,Maryland Municipal League,UCgG96iwVAdX7Y-RNL2u8pow,Maryland,"(38.9777014, -76.5132089)",24,8694
415,NH Municipal Association,UCJAJA0rcyK-nviBQyZbDSRw,New Hampshire,"(43.2191404, -71.4880368)",1,8395
440,Overlook NM,UCzdNUVVmpA4paSfwJUGjaLQ,New Mexico,"(35.3069845, -106.4486358)",16,8391
215,"City of Rosemount, MN",UCHJ2l9oFLxFeDoISijWtNMQ,Minnesota,"(44.7394103, -93.12577230000001)",2,8325
256,CityPortStLucie,UClq_tphDlSHirmsyLeHJiig,Florida,"(27.2730492, -80.3582261)",2,8169
177,City of Milwaukie Oregon,UCRFbfqe3OnDWLQKSB_m9cAw,Oregon,"(45.4465323, -122.6323315)",8,8136
91,"City of Clovis, NM",UC3jy8DqeO4AA3GiB73JSyMQ,New Mexico,"(34.4047987, -103.2052272)",6,8118
277,ConnecticutNetworkTV,UC5i71kM8tvpFKG60XyLLRMA,Connecticut,"(41.7640311, -72.6843145)",14,8056
343,Illinois Youth & Government,UCpPYpbakFJmcoyhF-9mersw,Illinois,"(41.8330175, -88.01940429999999)",7,8031
235,City of Springfield MA,UCKWQmyAdZvtvGGN6rAFNJcA,Massachusetts,"(42.1014831, -72.589811)",10,8030
361,LA City Emergency Management,UChO9l1ByinQ7u1epchCv3vg,California,"(34.0505911, -118.1763924)",16,7886
136,"City of Huntington, WV",UCIbOv9DiKt7s8KPLAjRwD8g,West Virginia,"(38.4192496, -82.44515400000002)",5,7858
398,Middlesex County NJ,UCHno4CX2XIYE_ZG34zkIeNA,New Jersey,"(40.4111363, -74.35874729999999)",13,7797
524,"Unified Government of Wyandotte County / Kansas City, KS",UC64VEdFxbNUAkmtYHwXwoJA,Kansas,"(39.1129848, -94.62542409999999)",3,7387
347,Iowa Government,UCc0mFeh-UgNJJ8rckSDSeFw,Iowa,"(41.5925005, -93.5985932)",7,7331
95,"City of Columbia, TN",UCjjZOwKcE8_lPi4KmbzoI0g,Tennessee,"(35.6150716, -87.0352831)",11,7100
562,cityofmesquitetexas,UCISuuU-1AZXnm0-k_2sfJOQ,Texas,"(32.76679550000001, -96.5991593)",7,6979
573,pcctv1,UCXRyq4zJBFhs8zpTiIGQL5Q,Florida,"(27.876394, -82.7778579)",5,6948
268,CityofPalmdale,UCJHoqIwLNDlVFu7vZEJNkdA,California,"(34.5794343, -118.1164613)",2,6673
150,City of Kitttitas WA 98934,UCEzXaxmyxepL5x1y2Y6c3Mw,Washington,"(46.9802702, -120.416799)",2,6507
54,"City of Altoona, WI",UCLG1rb91nDPt2S5APItfccg,Wisconsin,"(44.8046825, -91.44321479999999)",8,6480
223,City of San Diego,UCCd4neYX0bX9UEYKJZsgpBw,California,"(32.715738, -117.1610838)",1,6334
499,TheBurbankChannel,UCNDlWLv3ZR1YlYRBxemNF3A,California,"(36.778261, -119.4179324)",1,6214
146,"City of Jacksonville, Florida",UCDz1-m1rzglGoYCHG-yTLaA,Florida,"(30.3321838, -81.65565099999999)",7,5933
110,City of El Monte CA Government,UCTnXHhiP0BUIOeo3mGSZ4rg,California,"(34.0682658, -118.0616936)",3,5931
295,Default Name,UCkEAENbr83XdYgNYXG1ZJMw,New Hampshire,"(43.1938516, -71.5723953)",1,5884
323,Georgia Municipal Cemetery Association,UChq_4HlWrpaIhozKkgS2LWA,Georgia,"(33.715605, -84.4496102)",1,5868
266,CityofLeagueCityTX,UCRyTPtc3XEWCGGpT7ddmcJg,Texas,"(29.5074538, -95.0949303)",24,5399
23,Brookfield CT,UCe10fHPwRxmDQ9oxitmqn3g,Connecticut,"(41.4825947, -73.4095652)",1,5064
280,Coral Springs,UCpJTI3iON45k4Lzx3c66u_w,Florida,"(26.271192, -80.2706044)",2,4870
26,CCE Delaware County,UCN4iNbSfXcItXlXBXsBHzSA,New York,"(42.180805, -75.0120829)",10,4866
416,NM Youth And Government,UC6ZG3Yjs3LoQnRtvrbZ0gYg,New Mexico,"(35.1116958, -106.6320615)",4,4860
471,Salem County Government NJ,UCB_2qtc3DG7v5JbRq-7HZ-Q,New Jersey,"(39.5730773, -75.466768)",15,4854
369,Larimer County Government,UCTZ-neESjN8BeV_MKQEc5Uw,Colorado,"(40.5865084, -105.0797411)",1,4779
272,ClarkCountyNV,UCjTkV9P9szNXPht8tJKl0aw,Nevada,"(36.0795613, -115.094045)",12,4692
569,fultoncountybcbs,UCwvUHaBlFXXlE56OIqw18bQ,Georgia,"(33.8477268, -84.36819779999999)",6,4689
422,New York City Council Member Laurie A. Cumbo,UCxBVCe2yzB9z24oMA6WovEw,New York,"(40.6679029, -73.9309916)",21,4609
382,MS Library Commission,UCQ3sc0r86d2-cZ-NngizHRA,Mississippi,"(32.3394965, -90.14696359999999)",13,4602
166,City of Maple Valley - Official,UCBOARNqj0-h6M0r0q8xgY-A,Washington,"(47.3911867, -122.047031)",8,4426
65,"City of Battle Ground, WA",UCdncPb-Uoz18wrk91zGhBig,Washington,"(45.7806939, -122.5475467)",1,4352
548,Westchester County Government New York,UCOE0wn9vJwY2TcgJNBIpIDA,New York,"(41.0294391, -73.76753719999999)",5,4214
327,Green Government Montgomery County MD,UCvrndKse0tZwqiF70tW7m_w,Maryland,"(38.9850174, -77.08889719999999)",9,3948
333,Hawaii Island Coalition Malama Pono,UCG_UY_FWy2kuHEmC2Suox7w,Hawaii,"(19.6370629, -155.9892782)",8,3944
108,"City of Dublin, CA",UCVxFLCImmHgKXs9RQkY6OkA,California,"(37.7021521, -121.9357918)",7,3816
294,"Decatur, Indiana",UCYCQSTh8vJ2DEH8IrkbkD3g,Indiana,"(40.830603, -84.9291329)",5,3811
401,Minnesota YMCA YIG Youth in Government,UCcr5YqIWxXtSQ4NbKzhQoCA,Minnesota,"(44.9774001, -93.2307091)",10,3735
260,CityofChulaVista,UCGCeNmeSButuOp4yFCIh9Iw,California,"(32.6400541, -117.0841955)",15,3699
434,Oklahoma Municipal League,UCq709y5jiSJf5sPulXKoXww,Oklahoma,"(35.493524, -97.507459)",11,3679
322,GainesvilleDistrictSupervisorPWC,UCaC60DAYb0S1-YQ9LcV_0pQ,Virginia,"(37.4315734, -78.6568942)",9,3673
270,CityofTacoma,UCeE_KkLW1qXJvzHPt6jCquQ,Washington,"(47.2528768, -122.4442906)",2,3558
185,"City of Mt. Shasta, California",UC3RTHPMvubRfg1lMsXVKzNg,California,"(41.3098746, -122.3105666)",11,3471
477,"Spring Lake, NC",UCm0CjxLmNE738zbbEDXqKbg,North Carolina,"(35.1679395, -78.97280560000002)",2,3451
11,AroundTulareCounty,UCI-iY8dkFYiDdTAHhtFglRg,California,"(36.1341739, -118.8596804)",7,3422
357,Kentucky Department for Local Government - DLG,UC4CErK3o_ZmjaQNdxYDUqtg,Kentucky,"(38.1839425, -84.8144551)",13,3340
183,City of Moundridge,UCSnGSURxMyO02DQK17O7xJg,Kansas,"(38.203065, -97.5192065)",16,3274
314,Florida Government,UCy9172bFY8usKzYt_KQGBJw,Florida,"(30.4380486, -84.2850717)",4,3163
135,"City of Huntington, Indiana",UC8hwdT9hgRsEUzl-aPlM1vA,Indiana,"(40.8831011, -85.49747599999999)",5,3005
405,Monmouth County Government,UCNgA5BEjpF7x7ckw8qrXtLw,New Jersey,"(40.2646141, -74.2504763)",14,2984
123,"City of Galesburg, IL",UCaRXtxhs0iGsSDksooZwC7g,Illinois,"(40.94781580000001, -90.3712395)",2,2910
474,Snohomish County,UCklxVJ_qnhWVL3Obl2aYB2w,Washington,"(48.0329979, -121.8339472)",7,2820
429,North Dakota AFL-CIO,UCNEsTdrFb3fgJBD_QzKr_ug,North Dakota,"(46.803712, -100.771268)",2,2686
74,City of Boone Iowa,UCnBMeDzthqeoIe7LHv2cwvQ,Iowa,"(42.0597047, -93.8802273)",14,2666
555,Wisconsin BBA Government,UCM7ezxQo8FxzGRqalOuAXYw,Wisconsin,"(43.0727758, -89.4014904)",12,2643
279,Cook County Government,UCeg42agpsybX9TfCu8jz2tA,Illinois,"(41.8802735, -87.6308317)",9,2609
15,Baltimore County,UCIDK1jaFTzM-z_vSFphn4bw,Maryland,"(39.4647665, -76.7336521)",1,2576
301,DurhamSWCD,UCMltA0_udTzJ1BXvhKR4WJw,North Carolina,"(36.0045172, -78.90172609999999)",3,2570
140,City of Iowa City Government,UCxvLmwfHhFfaqHnQYrhncqA,Iowa,"(41.6604909, -91.52949319999999)",1,2527
402,Mississippi Department of Human Services,UCyIAzmybt32v-YoYNYbDVHw,Mississippi,"(32.2983727, -90.1860277)",5,2366
204,"City of Portage, WI",UC1js1AsdSXS9xpPGeQDfHSQ,Wisconsin,"(43.5391486, -89.46262019999999)",8,2296
19,Bellevue Television,UCW22suSoHWumwarCbu3NkOg,Washington,"(47.60455899999999, -122.1305799)",3,2295
407,Montana Municipal Interlocal Authority,UCTJLv2_9DzbmeSdMrqOzHYQ,Montana,"(46.616824, -112.030694)",3,2201
462,Rialto Network,UCFjyuwhE1mcZvgkHnsKRTfg,California,"(34.0996639, -117.3734121)",1,2169
431,Oconee County GA Government,UCwmtvTm8RGjiwmHUO8DP1mw,Georgia,"(33.855574, -83.39978049999999)",9,2073
5,Alabama Together,UCDWgz3YCxKXKbV9fGstbeLw,Alabama,"(32.3182314, -86.902298)",8,2057
37,"Carroll County, Virginia",UC0g49JAgfj_NkbR6eDtgdyw,Virginia,"(36.6778699, -80.7214417)",3,1982
152,City of La Quinta,UCG54GVUvLwUvZPCx596LbkQ,California,"(33.6633573, -116.3100095)",6,1932
205,"City of Portsmouth, New Hampshire",UCXUNd8goAjKxc_aXfvXIKdw,New Hampshire,"(43.0717552, -70.7625532)",1,1840
66,City of Beaumont - Government,UCnY6nNk8zfXZulMg1zbwEBg,Texas,"(30.0818183, -94.0944202)",9,1806
391,Maryland YMCA Youth & Government,UCC0szOnY50huTkcp1kqB3Rg,Maryland,"(39.0127117, -77.01631809999999)",2,1774
363,LCDC Maine,UCXdIEZfDNG_QgJOAmCtWn8Q,Maine,"(44.0119619, -69.34129279999999)",19,1667
526,Utah Office of the State Auditor Local Government Division,UC_zj1HbPzVfj5hzv89KCu6w,Utah,"(40.7775314, -111.8878716)",6,1631
441,Ownby US/VA Government,UCMJ9hCPzPs_DiPcX-GQEjZw,Virginia,"(37.5633011, -77.4569801)",4,1480
38,Cass County ND,UC2YN9WLXQ0kjDXIwdcPYC9Q,North Dakota,"(47.071168, -97.12155790000001)",6,1469
421,New Mexico House of Representatives,UCIrMQ6ct5h9f2f6-_uZpNOw,New Mexico,"(35.6821782, -105.9396627)",7,1267
385,Maricopa County,UCZKASNi4Nm27rw3gfUIjEKA,Arizona,"(33.2917968, -112.4291464)",5,1247
290,Dane County Board of Supervisors,UCgfH3y3SXmNkSZkjp7kCUdQ,Wisconsin,"(43.072422, -89.382392)",2,1130
537,Warren County Board of Supervisors,UCPx4uFe9iTsgC7dZrpKfw1A,Mississippi,"(32.353067, -90.87843620000001)",1,1130
384,Maine Bureau of Human Resources,UCu-W8zF89UHdxwvJbpx6esA,Maine,"(44.30731979999999, -69.7828983)",4,1122
566,collincountygovt,UC-E9aeShO9W7onfC1AoIwzw,Texas,"(33.241749, -96.6318)",1,1110
127,"City of Gravette, Arkansas - Official",UC5L-KVG-9wiBtZRebmjX5pQ,Arkansas,"(36.4220207, -94.4535484)",3,1074
449,Pierce County Television,UCGvPR0hQZnSAeetnsdjkUMQ,Washington,"(47.24202210000001, -122.4673488)",1,1071
352,KS Legislature,UC_0NO-Pb96CFABvxDwXAq8A,Kansas,"(39.0478237, -95.6767883)",2,1058
379,Louisiana Municipal Association,UCHLSr4SUANCYoYEpQatv5UA,Louisiana,"(30.4538341, -91.1798063)",3,1056
55,"City of Ammon, Idaho",UC9fNsA0JthGQ7mD8wB7FJXQ,Idaho,"(43.4696366, -111.9666355)",1,1048
446,"Peoria County, IL, Government",UC-qaAdj6tzIxqi3odzEoMlQ,Illinois,"(40.6929334, -89.5897553)",4,1041
75,City of Boscobel WI,UCr4TOLhjX6EydWRfWYZPCjw,Wisconsin,"(43.1344289, -90.7054045)",2,992
174,City of Miami Beach TV,UCAthAfV8Iqgyl8znznZodlQ,Florida,"(25.7739481, -80.1386333)",1,989
485,Supervisor Diane Burgis,UC9uwf_ECMPnaKE5MBR-ExWA,California,"(36.778261, -119.4179324)",1,953
325,Good Government Illinois,UCv5f859M7EzdAQbRvigu0tQ,Illinois,"(39.7982872, -89.6549335)",2,936
84,City of Buffalo MN,UCW62NNv5MZExr9JhiepAofg,Minnesota,"(45.1717846, -93.8747929)",1,922
25,Byron Wyoming,UCIvfAwjPc5GdbLX98V-Qa9Q,Wyoming,"(44.7963411, -108.5065095)",1,869
259,CityofCarrolltonTX,UCoZyzX191t6fuvL14dPd9fw,Texas,"(32.9756415, -96.8899636)",3,800
454,PortlandMaine CityCouncil,UCMx0unGex0TDn8c3WA-Ft9A,Maine,"(43.659473, -70.257415)",4,786
529,Vermont Secretary of State,UCdy2e0EwW59oMye-Odnh3rQ,Vermont,"(44.261273, -72.58192149999999)",3,751
143,"City of Jackson, MN, Government",UCWS1IXqbZJ9cjlhYmo5NmHw,Minnesota,"(43.6211725, -94.98524270000001)",1,729
4,Alabama Municipal Electric Authority,UCKyKzCsPcPkeJULPhFTdNXw,Alabama,"(32.3689778, -86.1276833)",1,666
315,Florida Government Corruption,UC2vU2RwpYg7dAwV6Du2-_pQ,Florida,"(30.438111, -84.283592)",1,610
24,Broward County Gov,UCkFUpAuNegNExxOKo_5KJ6w,Florida,"(26.1215705, -80.2538252)",3,586
106,"City of Derby, KS",UCZbuI0aYgQHwwP0x1eRAVdw,Kansas,"(37.5455735, -97.2689331)",7,559
559,cctvsalem,UCDdV7S-MGQEX4Y4NYgwtqdw,Oregon,"(44.9375144, -123.0368996)",2,519
305,Ely NV Municipal Utility Board,UC7FwNqmuOw1Gbx8J1TcW3Nw,Nevada,"(39.2533328, -114.874248)",1,512
313,FireAdamHill2016,UC_ot30fm4QZ5iXIPpVHaidg,New Jersey,"(40.0583238, -74.4056612)",7,510
356,Kentucky Association of Government Communicators,UCsdlFNEbH95QWtpvq76Kklg,Kentucky,"(37.8393332, -84.2700179)",1,507
533,WV House of Delegates,UC9YnW6DrIupwWHjRocJDuTA,West Virginia,"(38.3361097, -81.6115441)",2,505
397,Mi. gov,UC7ABSk_wTeh7bolAs2-McFw,Michigan,"(42.7929104, -84.4460012)",1,472
217,City of Round Rock,UC9jgA3EaJeAq_E40xvAJhDg,Texas,"(30.5082551, -97.678896)",1,394
202,City of Polk City,UCUU1U-wwC8JF97bdGoHJazw,Iowa,"(41.7713764, -93.7129997)",1,353
117,"City of Fayetteville, NC Government",UCae_2JwaN6G7KvTJDU3TD6g,North Carolina,"(35.05366, -78.883652)",1,349
216,"City of Roswell, NM",UCz9BIrtFrr3-YfuIbfS2SQA,New Mexico,"(33.3942655, -104.5230242)",1,289
435,Oneida County Government,UCP06xn_6iXP6wect4HXY6VA,New York,"(43.0993245, -75.23014069999999)",1,281
418,Nevada Government,UCQMwOqpkmEdtlAUPI8gSTaA,Nevada,"(37.838112, -94.35944599999999)",3,278
14,BIll Bruce,UC3suDE_yOrrjR6dlvf4S8Uw,North Carolina,"(35.7595731, -79.01929969999999)",1,273
245,"City of Westbrook, Maine",UCVtE5lfQ88fQRH-geuJELyw,Maine,"(43.6770252, -70.3711617)",2,239
236,City of Springfield MA Mayors Office,UCsmLvXZQQvKpbTyb7Bqd88A,Massachusetts,"(42.1014125, -72.589815)",1,167
249,"City of Wood Dale, IL",UCJRaPIjPhuuPF0HJCxWfCXA,Illinois,"(41.9633625, -87.9789562)",1,150
354,Kansas.gov Channel,UCUYqQV_HFl_kUU_8LJ9lVeQ,Kansas,"(39.1005632, -94.5778808)",1,142
124,"City of Gaylord,MN",UC82PaRMOZQLSWLB5PH9RozQ,Minnesota,"(44.5544276, -94.2208132)",1,132
481,Sullivan County NH Government,UC_iIMLOHgUP-Fnv7ZvBV2Ow,New Hampshire,"(43.3724031, -72.3371339)",1,130
475,South Dakota Careers,UC79faZ2C2AR9hvnT1qwSqrQ,South Dakota,"(44.38612639999999, -97.5491866)",1,120
521,Transform Hawaii Government,UCBArkjHRLE2Gy7P7-Mza2TQ,Hawaii,"(19.8967662, -155.5827818)",1,107
21,Better Government CA,UCBRjFOJSWoaNl9hofpBKokw,California,"(37.0675582, -121.0747309)",1,95
241,"City of Vienna, WV",UC5u-brkmgWSKoOyYWOM_oUw,West Virginia,"(39.3270191, -81.5484578)",1,92
3,Alabama Foundation for Limited Government,UCWGpWGkprgm8ybCqD4PYIOQ,Alabama,"(32.3182314, -86.902298)",1,69
342,Illinois Association of Minorities in Government,UC0G-A_jBeIGv8SQHVKz6uNQ,Illinois,"(41.90894230000001, -87.78966439999999)",1,44
299,DuPage County Election Authority,UCpMwmq8i215QvYjoL80nRjw,Illinois,"(41.86760839999999, -88.14271869999999)",1,35
